StockCode,Description,PopularityScore,PopularityRank,TotalQuantity,TotalRevenue,PurchaseCount
85136C,RED SHARK HELICOPTER,0.1538,795,111,882.45,82
85141,JARDIN ETCHED GLASS FRUITBOWL,0.1538,795,169,1205.35,76
21189,WHITE HONEYCOMB PAPER GARLAND ,0.1537,796,543,866.75,61
21195,PINK  HONEYCOMB PAPER BALL ,0.1537,796,622,1018.68,55
21307,SET/4 BUTTERFLY MIRROR MAGNETS,0.1537,796,725,570.2,55
21425,SKULLS STORAGE BOX LARGE,0.1537,796,419,836.69,66
21455,PAINTED YELLOW WOODEN DAISY,0.1537,796,485,412.25,69
21456,2 PICTURE BOOK EGGS EASTER CHICKS,0.1537,796,717,731.25,53
21837,CROSS STITCH ALPHABET CUSHION COVER,0.1537,796,214,1273.3,71
35968,FOLK ART METAL HEART T-LIGHT HOLDER,0.1537,796,676,254.54,61
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,0.1537,796,891,331.83,50
79323B,BLACK CHERRY LIGHTS,0.1537,796,-9,-81.75,98
84660C,PINK STITCHED WALL CLOCK,0.1537,796,689,778.07,55
84750B,BLACK SMALL GLASS CAKE STAND,0.1537,796,559,948.45,59
10120,DOGGY RUBBER,0.1536,797,618,129.78,63
16161M,WRAP  PINK FLOCK,0.1536,797,1025,428.5,40
17129F,DEEP BLUE GLASS GEMS IN BAG,0.1536,797,938,624.8,43
20704,MR ROBOT SOFT TOY,0.1536,797,341,1173.15,65
21194,PINK  HONEYCOMB PAPER FAN,0.1536,797,491,492.14,65
21691,SILVER VANILLA FLOWER CANDLE POT,0.1536,797,240,898.56,73
22289,"DECORATION , HANGING METAL CHICKEN",0.1536,797,723,738.75,51
22703,PINK CAT BOWL,0.1536,797,310,547.92,74
22765,NEWSPAPER STAND,0.1536,797,299,3195.35,43
23253,16 PIECE CUTLERY SET PANTRY DESIGN,0.1536,797,212,3050.2,49
23317,BLUE REFECTORY CLOCK ,0.1536,797,161,1547.95,70
23469,CARD HOLDER LOVE BIRD SMALL,0.1536,797,316,1239.16,65
23514,EMBROIDERED RIBBON REEL SALLY ,0.1536,797,452,896.66,63
23566,EGG CUP MILKMAID HEIDI,0.1536,797,780,914.52,47
35981C,WHITE SNOW SCANDINAVIAN STOCKING ,0.1536,797,563,266.14,65
37479B,CUBIC MUG FLOCK BLUE ON BROWN,0.1536,797,1240,1011.48,24
84469,ROSE DES PADDED FLOOR CUSHION,0.1536,797,653,2090.68,39
84569A,PACK 3 IRON ON DOG PATCHES,0.1536,797,449,562.46,67
84578,ELEPHANT TOY WITH BLUE T-SHIRT,0.1536,797,160,595.68,80
84660A,WHITE STITCHED WALL CLOCK,0.1536,797,849,809.86,44
84968F,S/16 VINTAGE SKY BLUE CUTLERY,0.1536,797,155,1933.05,65
84986B,SET OF 36 SILVER PAPER DOILIES,0.1536,797,415,601.75,68
85017C,ENVELOPE 50 CURIOUS IMAGES,0.1536,797,643,469.15,59
16054,POPART RECT PENCIL SHARPENER ASST,0.1535,798,1097,143.94,38
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,0.1535,798,232,382.8,78
20976,12 PENCILS SMALL TUBE POSY,0.1535,798,518,336.7,64
21306,SET/4 DAISY MIRROR MAGNETS,0.1535,798,650,295.58,59
21373,MIRRORED WALL ART SNOWFLAKES,0.1535,798,617,519.15,58
21478,SILVER SKULL HOT WATER BOTTLE ,0.1535,798,179,662.61,77
23419,HOME SWEET HOME BOTTLE ,0.1535,798,436,892.96,62
71101E,STANDING FAIRY POLE SUPPORT ,0.1535,798,774,623.58,49
84051,ASS COLOUR GLOWING TIARAS,0.1535,798,697,542.05,53
84247E,PACK/12 XMAS FUN CARD,0.1535,798,208,613.6,76
84748,FOLK FELT HANGING MULTICOL GARLAND,0.1535,798,980,1231.8,32
85129A,"WHITE PEARL BEADED HEART, SMALL",0.1535,798,416,520.0,68
20619,TROPICAL PASSPORT COVER ,0.1534,799,373,566.33,68
20714,POSY SHOPPER BAG,0.1534,799,1513,586.25,12
21145,ANTIQUE GLASS PLACE SETTING,0.1534,799,826,977.78,41
22512,DOORSTOP RACING CAR DESIGN,0.1534,799,375,888.23,63
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,0.1534,799,298,629.82,70
22808,SET OF 6 T-LIGHTS EASTER CHICKS,0.1534,799,376,1045.8,62
23026,DRAWER KNOB VINTAGE GLASS STAR,0.1534,799,489,987.85,57
23525,BUFFALO BILL WALL ART ,0.1534,799,561,1755.39,45
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,0.1534,799,1094,512.38,33
47589,CONGRATULATIONS BUNTING,0.1534,799,137,746.65,77
72130,COLUMBIAN CANDLE ROUND,0.1534,799,741,291.57,52
84199,GLOW IN DARK DOLPHINS,0.1534,799,499,102.27,66
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,0.1534,799,415,573.75,66
84815,SET OF 3 DANISH ROSE PLANTERS,0.1534,799,906,1022.5,36
85135B,BLUE DRAGONFLY HELICOPTER,0.1534,799,96,763.2,79
85188B,PINK METAL SWINGING BUNNY,0.1534,799,669,568.65,53
17164D,ASS COL SMALL SAND FROG P'WEIGHT,0.1533,800,1144,444.48,30
20769,DAISY JOURNAL ,0.1533,800,403,708.47,62
20839,FRENCH PAISLEY CUSHION COVER ,0.1533,800,507,574.09,60
21160,KEEP OUT GIRLS DOOR HANGER ,0.1533,800,689,454.97,52
21282,NATURAL BARK CANDLE LARGE,0.1533,800,325,1318.25,60
21365,MIRRORED WALL ART STARS,0.1533,800,444,561.6,62
21374,MIRRORED WALL ART SKULLS,0.1533,800,454,700.0,61
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,0.1533,800,284,1431.8,60
21849,SILVER DIAMANTE PEN IN GIFT BOX,0.1533,800,364,900.34,62
22407,MONEY BOX FIRST ADE DESIGN,0.1533,800,391,457.92,66
23524,HORSE & PONY WALL ART,0.1533,800,459,1419.48,52
23557,LANDMARK FRAME BAKER STREET ,0.1533,800,347,3867.85,29
79030D,"TUMBLER, BAROQUE",0.1533,800,880,538.5,42
79323G,GOLD  CHERRY LIGHTS,0.1533,800,126,786.3,75
10134,COLOURING PENCILS BROWN TUBE,0.1532,801,602,689.8,51
20868,SILVER FABRIC MIRROR,0.1532,801,789,437.66,46
21221,SET/4 BADGES CUTE CREATURES,0.1532,801,454,578.39,61
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,0.1532,801,522,601.5,57
22770,MIRROR CORNICE,0.1532,801,93,1372.75,69
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,0.1532,801,438,440.5,62
84510F,SET OF 4 NEW ENGLAND COASTERS ,0.1532,801,1090,412.5,32
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,0.1532,801,406,507.5,64
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,0.1532,801,608,676.4,51
84660B,BLACK STITCHED WALL CLOCK,0.1532,801,727,804.65,44
85215,ASSORTED CHEESE FRIDGE MAGNETS,0.1532,801,755,484.99,47
16156L,"WRAP, CAROUSEL",0.1531,802,950,399.0,36
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,0.1531,802,1205,297.61,25
20618,QUEEN OF THE SKIES PASSPORT COVER ,0.1531,802,193,400.38,74
21000,ROSE DU SUD COSMETICS BAG,0.1531,802,616,1493.0,40
21130,COLOURFUL STANDING GNOME,0.1531,802,705,1112.25,40
21247,SET OF RED SALAD SERVERS ,0.1531,802,400,596.0,61
21417,COCKLE SHELL DISH,0.1531,802,399,650.38,60
21457,2 PICTURE BOOK EGGS EASTER DUCKS,0.1531,802,663,663.75,48
21477,STRING OF 20 ROSE LIGHTS,0.1531,802,239,2705.25,45
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,0.1531,802,532,1202.2,48
21689,SILVER VANILLA  FLOWER CANDLE POT,0.1531,802,337,1226.31,57
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,0.1531,802,359,1411.45,54
22214,CANDLE PLATE LACE WHITE,0.1531,802,462,1069.3,52
22903,CALENDAR FAMILY FAVORITES,0.1531,802,384,1044.88,56
23107,WHITE WIRE PLANT POT HOLDER,0.1531,802,340,919.8,61
35646,VINTAGE BEAD PINK EVENING BAG,0.1531,802,533,753.88,53
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,0.1531,802,673,1305.3,40
75013B,"STRING OF 8 BUTTERFLIES,PINK",0.1531,802,359,568.35,63
84596K,JELLY BABIES YELLOW SMALL BOWL,0.1531,802,357,418.89,65
84854,GIRLY PINK TOOL SET,0.1531,802,279,1297.75,59
16169F,WRAP BLIZZARD,0.153,803,975,409.5,34
20798,CLEAR MILKSHAKE GLASS,0.153,803,369,729.45,59
20932,PINK POT PLANT CANDLE,0.153,803,288,876.3,62
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,0.153,803,766,475.1,43
22143,CHRISTMAS CRAFT HEART DECORATIONS,0.153,803,408,808.8,56
23073,GEORGIAN TRINKET BOX,0.153,803,140,1669.0,60
35637A,IVORY STRING CURTAIN WITH POLE ,0.153,803,540,1245.0,46
72728,ROSE SCENT CANDLES IN GLASS,0.153,803,614,498.5,51
72801C,S/4 ROSE PINK DINNER CANDLES,0.153,803,681,479.01,48
72815,3 WICK CHRISTMAS BRIAR CANDLE ,0.153,803,252,945.0,63
79323S, SILVER CHERRY LIGHTS,0.153,803,166,963.2,67
84750A,PINK SMALL GLASS CAKE STAND,0.153,803,407,738.75,57
84827,ASS DES PHONE SPONGE CRAFT STICKER,0.153,803,1025,488.49,30
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,0.153,803,1045,495.02,29
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,0.1529,804,617,590.85,48
21255,"FRENCH BOTTLE , LAVENDER",0.1529,804,409,655.65,57
21264,WHITE GOOSE FEATHER TREE 60CM ,0.1529,804,344,766.8,59
22263,FELT EGG COSY LADYBIRD ,0.1529,804,673,452.0,46
22638,SET OF 4 NAPKIN CHARMS CROWNS ,0.1529,804,356,637.57,60
23414,ZINC BOX SIGN HOME,0.1529,804,135,1308.21,63
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,0.1529,804,676,606.28,44
47587A,PINK FAIRY CAKE COASTER,0.1529,804,1476,185.64,10
72127,COLUMBIAN CANDLE ROUND ,0.1529,804,357,428.39,62
84562A,PINK/WHITE RIBBED MELAMINE JUG,0.1529,804,142,1065.3,65
85159A,"BLACK TEA,COFFEE,SUGAR JARS",0.1529,804,413,709.75,56
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,0.1529,804,353,701.94,59
ADJUST,Adjustment by john on 26/01/2010 16,0.1529,804,3,2038.12,61
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,0.1528,805,221,633.55,64
21173,LOO ROLL  METAL SIGN ,0.1528,805,309,507.45,62
21250,SET OF SKULL WALL STICKERS,0.1528,805,394,950.5,53
21275,ZINC TOP  2 DOOR WOODEN SHELF ,0.1528,805,231,1339.45,56
21379, CAMPHOR WOOD PORTOBELLO MUSHROOM,0.1528,805,541,455.27,52
21627,ELEPHANT CARNIVAL POUFFE,0.1528,805,124,1759.2,56
21659,GLASS CAKE STAND,0.1528,805,106,1531.9,60
21728,METAL MEDINA LANTERN ,0.1528,805,292,2645.1,38
22769,CHALKBOARD KITCHEN ORGANISER,0.1528,805,147,2798.65,43
23178,JAM CLOCK MAGNET,0.1528,805,304,824.02,58
23405,HOME SWEET HOME 2 DRAWER CABINET,0.1528,805,234,1123.1,59
23408,PHOTO FRAME LINEN AND LACE SMALL,0.1528,805,296,615.68,62
23512,EMBROIDERED RIBBON REEL ROSIE,0.1528,805,484,921.46,49
23529,DOLLY GIRL WALL ART,0.1528,805,629,1952.31,30
37492B,BLUE YELLOW FLOWER PIGGY BANK,0.1528,805,470,889.5,49
79191B,RETRO PLASTIC POLKA TRAY,0.1528,805,419,324.47,58
79337,BLUE FLOCK GLASS CANDLEHOLDER,0.1528,805,1185,489.67,20
84313C,ORANGE TV TRAY TABLE ,0.1528,805,497,1061.15,47
84685,BEACH HUT KEY CABINET,0.1528,805,356,777.5,57
84795A,PASTEL STRIPE HAMMOCK ,0.1528,805,194,1458.3,57
84976,RECTANGULAR SHAPED MIRROR,0.1528,805,638,645.84,44
85103, SILVER T-LIGHT SETTING,0.1528,805,202,1263.5,59
85135C,RED DRAGONFLY HELICOPTER,0.1528,805,101,802.95,68
85162B,BLACK RETRODISC LAMPSHADE,0.1528,805,977,1905.15,13
16161G,WRAP BAD HAIR DAY,0.1527,806,975,97.5,33
20933,YELLOW POT PLANT CANDLE,0.1527,806,493,1245.15,43
21026,SPACE OWL,0.1527,806,396,493.62,56
22856,ASSORTED EASTER DECORATIONS  BELLS,0.1527,806,851,954.31,29
23003,TRAVEL CARD WALLET VINTAGE ROSE ,0.1527,806,541,225.78,53
23402,HOME SWEEET HOME 3 PEG HANGER ,0.1527,806,280,1027.92,55
23473,WOODLAND SMALL RED FELT HEART,0.1527,806,665,530.83,43
23527,ANIMALS AND NATURE WALL ART,0.1527,806,408,1368.72,45
23695,DOILY THANK YOU CARD,0.1527,806,703,286.62,44
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,0.1527,806,631,371.65,46
71279,PINK GLASS CANDLEHOLDER,0.1527,806,239,695.45,61
84510C,SET OF 4 POLKADOTS COASTERS,0.1527,806,224,278.62,67
84687,BEACH HUT SHELF W 3 DRAWERS,0.1527,806,285,923.75,57
84688,BEACH HUT DESIGN BLACKBOARD,0.1527,806,335,869.95,55
85019A,ROMANTIC IMAGES NOTEBOOK SET,0.1527,806,615,846.75,42
85019B,BLOSSOM  IMAGES NOTEBOOK SET,0.1527,806,680,910.0,37
85104,SILVER GLASS T-LIGHT SET,0.1527,806,319,865.33,56
85136A,YELLOW SHARK HELICOPTER,0.1527,806,88,699.6,69
20780,BLACK EAR MUFF HEADPHONES,0.1526,807,173,852.11,62
20936,FORKED CACTUS CANDLE,0.1526,807,300,678.58,58
21276,TWO EMBOSSED HEART MINI DRAWERS,0.1526,807,660,1468.0,31
21316,SMALL CHUNKY GLASS ROMAN  BOWL,0.1526,807,668,1005.24,35
21319,GLASS CHALICE GREEN  SMALL ,0.1526,807,435,583.31,52
21419,CONCH SHELL,0.1526,807,1252,535.8,13
21490,SET OF THREE 50'S GIFT WRAPS ,0.1526,807,570,993.0,41
21536,DAIRY MAID  SMALL  MILK JUG,0.1526,807,208,436.8,64
22054,MINI CAKE STAND HANGING HEARTS,0.1526,807,307,496.95,59
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",0.1526,807,295,1559.01,47
37482B,CUBIC MUG BLUE POLKA DOT,0.1526,807,1249,1093.95,7
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,0.1526,807,261,1842.95,45
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,0.1526,807,575,300.15,49
84926D,LA PALMIERA TILE COASTER,0.1526,807,762,337.89,39
84971L,LARGE HEART FLOWERS HOOK   ,0.1526,807,543,649.11,46
17013D,ORIGAMI ROSE INCENSE IN TUBE,0.1525,808,1047,513.89,22
20763,DAISY SKETCHBOOK ,0.1525,808,241,591.86,60
20831,GOLD PHOTO FRAME,0.1525,808,388,582.24,53
21415,CLAM SHELL SMALL ,0.1525,808,320,613.69,56
21664,RIDGED GLASS STORAGE JAR CREAM LID,0.1525,808,220,799.08,58
21842,PINK HEART CANDY BUTTON CALCULATOR,0.1525,808,541,1257.15,38
23219,LAUREL STAR ANTIQUE SILVER ,0.1525,808,404,504.6,52
23336,EGG FRYING PAN PINK ,0.1525,808,199,415.97,64
23564,EGG CUP MILKMAID INGRID,0.1525,808,587,703.51,42
35471A,SET OF 3 BIRD L.BLUE FEATHER,0.1525,808,335,317.95,58
47563A,RETRO LONGBOARD IRONING BOARD COVER,0.1525,808,220,342.5,63
84508B,STRIPES DESIGN TEDDY,0.1525,808,153,390.15,66
84658,WHITE STITCHED CUSHION COVER,0.1525,808,198,1060.78,57
84800L,LARGE WHITE/PINK ROSE ART FLOWER,0.1525,808,623,923.87,38
84856L,LARGE TAHITI BEACH BAG,0.1525,808,211,1177.45,55
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,0.1524,809,426,426.7,51
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,0.1524,809,493,451.45,47
20989,URBAN CHIC CHOPSTICKS SET/5,0.1524,809,397,744.15,48
20998,ROSE DU SUD OVEN GLOVE,0.1524,809,217,637.35,58
21555,CERAMIC STRAWBERRY TRINKET TRAY,0.1524,809,315,781.65,52
22137,BATHROOM SET LOVE HEART DESIGN,0.1524,809,580,1399.0,33
22824,3 TIER SWEETHEART GARDEN SHELF,0.1524,809,60,2118.0,49
23183,MOTHER'S KITCHEN SPOON REST ,0.1524,809,171,664.46,61
23517,EMBROIDERED RIBBON REEL REBECCA ,0.1524,809,312,860.88,51
23598,PAPER BUNTING VINTAGE PARTY,0.1524,809,420,1175.0,42
35647,VINTAGE BEAD PINK SHADE ,0.1524,809,525,652.5,44
35972,DAISY FOLKART HEART DECORATION,0.1524,809,389,486.25,52
47518F,ICON PLACEMAT POP ART ELVIS,0.1524,809,900,144.3,31
72023F,RED ORGANIC CANDLE IN GLASS,0.1524,809,613,627.05,40
72801D,S/4 SKY BLUE DINNER CANDLES,0.1524,809,520,366.56,47
84926A,WAKE UP COCKEREL TILE COASTER,0.1524,809,651,265.59,42
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,0.1524,809,427,613.73,49
21678,PAISLEY PATTERN  STICKERS,0.1523,810,515,358.79,46
22039,BOTANICAL LILY GIFT WRAP,0.1523,810,825,342.5,31
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,0.1523,810,358,915.7,47
23046,PAPER LANTERN 9 POINT DELUXE STAR,0.1523,810,347,2091.55,34
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,0.1523,810,383,1026.59,44
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,0.1523,810,337,1105.99,46
23099,FRENCH CARRIAGE LANTERN,0.1523,810,124,805.7,59
35920,FOUR RABBIT EASTER DECORATIONS,0.1523,810,1065,275.25,20
46000R,POLYESTER FILLER PAD 45x30cm,0.1523,810,239,346.55,59
71270,PHOTO CLIP LINE,0.1523,810,320,401.21,55
72750B,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",0.1523,810,477,998.15,41
84665,SQUARE CHERRY BLOSSOM CABINET,0.1523,810,200,1210.0,52
84820,DANISH ROSE TRINKET TRAYS,0.1523,810,311,792.45,51
84925F,PSYCHEDELIC WALL THERMOMETER,0.1523,810,711,857.93,31
85094,CANDY SPOT EGG WARMER RABBIT,0.1523,810,608,210.18,43
85211,S/4 GROOVY CAT MAGNETS,0.1523,810,274,371.44,57
90200D,PINK SWEETHEART BRACELET,0.1523,810,196,821.0,56
10123C,HEARTS WRAPPING TAPE ,0.1522,811,478,214.22,48
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,0.1522,811,644,586.6,35
20661,BLUE SPOTTY PURSE ,0.1522,811,433,451.87,47
20705,MRS ROBOT SOFT TOY,0.1522,811,268,970.6,50
21269,ANTIQUE CREAM CUTLERY SHELF ,0.1522,811,106,901.0,58
21332,MOROCCAN BEATEN METAL MIRROR,0.1522,811,241,1333.15,47
21336,GOLD WASHBAG,0.1522,811,923,286.37,26
21698,MOCK LOBSTER FRIDGE MAGNET,0.1522,811,450,268.34,48
21750, LARGE SKULL WINDMILL,0.1522,811,291,599.1,52
21851,LILAC DIAMANTE PEN IN GIFT BOX,0.1522,811,383,736.67,46
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,0.1522,811,267,606.77,53
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",0.1522,811,177,3268.77,27
23216,LAUREL HEART ANTIQUE GOLD,0.1522,811,518,613.51,41
35811A,ENAMEL PINK SUGAR CONTAINER,0.1522,811,389,577.38,48
44230,SQUARE MIRROR CURTAIN,0.1522,811,197,1356.27,48
62096A,PINK/YELLOW FLOWERS HANDBAG,0.1522,811,337,439.45,52
72780,BLACK SILOUETTE CANDLE PLATE,0.1522,811,501,407.13,44
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,0.1522,811,661,676.71,34
72814,SET/3 CHRISTMAS BRIAR CANDLES,0.1522,811,257,925.35,51
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,0.1522,811,338,422.5,52
84856S,SMALL TAHITI BEACH BAG,0.1522,811,456,1798.68,30
84927F,PSYCHEDELIC TILE HOOK,0.1522,811,318,223.2,55
84951A,S/4 PISTACHIO LOVEBIRD COASTERS,0.1522,811,437,469.76,47
84974,S/2 ZINC HEART DESIGN PLANTERS,0.1522,811,88,869.6,59
85086A,CANDY SPOT HEART DECORATION,0.1522,811,396,336.6,50
90200E,GREEN SWEETHEART BRACELET,0.1522,811,154,642.5,58
16043,POP ART PUSH DOWN RUBBER ,0.1521,812,1158,111.36,14
20934,SET/3 POT PLANT CANDLES,0.1521,812,147,769.65,56
23041,PAPER LANTERN 9 POINT SNOW STAR,0.1521,812,236,979.4,49
23058,CHRISTMAS HANGING SNOWFLAKE,0.1521,812,486,421.02,44
23106,ZINC HEARTS PLANT POT HOLDER,0.1521,812,271,734.59,51
23337,EGG FRYING PAN MINT ,0.1521,812,169,351.52,60
23423,PANTRY 3 HOOK ROLLING PIN HANGER,0.1521,812,197,738.75,54
23462,ROCOCO WALL MIRROR WHITE,0.1521,812,59,1132.05,56
23528,SPACEBOY WALL ART,0.1521,812,462,1381.38,34
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,0.1521,812,294,435.24,52
40018E,TEA TIME PAPER LANTERNS,0.1521,812,334,630.5,48
78124,MAGAZINE RACK GEBRA ASSORTED ,0.1521,812,718,942.5,26
79071B,ENGLISH ROSE METAL WASTE BIN,0.1521,812,136,401.2,60
84509C,DOTTY PLACEMATS ,0.1521,812,202,699.9,54
84664,CHERRY BLOSSOM BATHROOM CABINET,0.1521,812,187,925.65,52
84859A,SILVER DISCO HANDBAG,0.1521,812,284,560.76,52
84909A,PINK PAISLEY QUILT ,0.1521,812,208,2784.8,29
84910A,PINK PAISLEY CUSHION COVER ,0.1521,812,399,980.85,41
85129C,BEADED CRYSTAL HEART BLUE SMALL,0.1521,812,370,463.85,49
10123G,ARMY CAMO WRAPPING TAPE,0.152,813,1142,90.94,14
16168S,FUNKY MONKEY GIFT BAG SMALL,0.152,813,1274,121.86,7
17084P,DRAGONS BLOOD INCENSE,0.152,813,874,173.54,26
17136A,BLUE STONES ON WIRE FOR CANDLE,0.152,813,743,61.78,34
20850,ZINC HEART LATTICE PLANTER BOWL,0.152,813,820,713.8,23
20943,SET/6 GINGERBREAD STAR T-LIGHTS,0.152,813,331,413.75,49
21017,RED BIRD HOUSE TREE DECORATION,0.152,813,548,358.28,39
21144,PINK POODLE HANGING DECORATION ,0.152,813,493,216.23,44
21147,JINGLE BELLS TREE DECORATION,0.152,813,329,554.94,48
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,0.152,813,420,475.56,44
22391,PAPERWEIGHT HOME SWEET HOME,0.152,813,305,545.31,50
22394,PAPERWEIGHT KINGS CHOICE ,0.152,813,331,484.05,48
23025,DRAWER KNOB VINTAGE GLASS BALL,0.152,813,311,657.13,47
23411, TRELLIS COAT RACK,0.152,813,216,1011.6,48
23453,OVAL  MINI PORTRAIT FRAME,0.152,813,315,611.85,48
23518,EMBROIDERED RIBBON REEL RACHEL ,0.152,813,351,937.59,42
35653,VINTAGE BEAD NOTEBOOK,0.152,813,183,539.85,56
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,0.152,813,387,201.91,49
84033,FLAG OF ST GEORGE ,0.152,813,371,612.15,46
84842,HELLO SAILOR BATHROOM SET,0.152,813,775,437.45,27
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,0.152,813,216,545.4,53
85125,SMALL ROUND CUT GLASS CANDLESTICK,0.152,813,263,1203.15,44
20830,SILVER PHOTO FRAME,0.1519,814,287,482.7,50
21133,PAINTED BIRD ASSORTED CHRISTMAS,0.1519,814,409,691.21,41
21253,SET OF PICTURE FRAME  STICKERS,0.1519,814,225,598.59,51
21320,GLASS CHALICE GREEN  LARGE ,0.1519,814,336,674.16,45
21631,HIPPY CHIC DECORATIVE PARASOL,0.1519,814,206,1412.1,42
21635,MADRAS NOTEBOOK LARGE ,0.1519,814,383,791.25,41
21816,CHRISTMAS TREE T-LIGHT HOLDER,0.1519,814,405,587.25,42
23113,PANTRY CHOPPING BOARD,0.1519,814,192,892.8,49
23339,EGG FRYING PAN BLUE ,0.1519,814,150,312.0,58
23523,TREASURE AHOY WALL ART,0.1519,814,351,1128.93,39
37444B,BLUE BREAKFAST CUP AND SAUCER ,0.1519,814,1012,210.52,18
46000P,POLYESTER FILLER PAD 65CMx65CM,0.1519,814,209,888.25,49
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,0.1519,814,280,238.0,53
72799C,PINK PILLAR CANDLE SILVER FLOCK,0.1519,814,452,670.28,39
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,0.1518,815,912,258.36,20
21134,VICTORIAN METAL POSTCARD CHRISTMAS,0.1518,815,351,579.15,44
22164,STRING OF STARS CARD HOLDER,0.1518,815,302,809.3,43
22503,CABIN BAG VINTAGE PAISLEY,0.1518,815,90,2050.1,39
22802,FAUX FUR CHOCOLATE THROW,0.1518,815,86,1454.7,46
23516,EMBROIDERED RIBBON REEL SOPHIE  ,0.1518,815,291,1025.01,42
44235,ASS COL CIRCLE MOBILE ,0.1518,815,816,303.84,24
46000U,POLYESTER FILLER PAD 30CMx30CM,0.1518,815,251,313.75,51
72529W,WHITE ADVENT CANDLE,0.1518,815,369,704.02,41
82616A,BUBBLE GUM SCARF KNITTING KIT,0.1518,815,306,576.3,46
84637,KITCHEN FLOWER POTS WALL PLAQUE,0.1518,815,487,867.25,33
84920,PINK FLOWER FABRIC PONY,0.1518,815,145,537.35,54
85169D,PINK LOVE BIRD CANDLE,0.1518,815,374,413.98,45
16258B,DAISY ERASERS IN BAG,0.1517,816,1014,219.34,14
20819,SILVER TEDDY BEAR,0.1517,816,208,543.71,50
21027,NINJA RABBIT PINK,0.1517,816,276,339.3,48
21223,SET/4 BADGES WOODLAND ANIMAL,0.1517,816,482,564.5,36
21263,GREEN GOOSE FEATHER TREE 60CM,0.1517,816,284,577.8,46
21438,TUB 24 HANGING EASTER EGGS SPOTTY,0.1517,816,356,1162.2,35
21630,FLOOR CUSHION ELEPHANT CARNIVAL,0.1517,816,100,873.0,51
22108,PING! MICROWAVE PLATE,0.1517,816,193,522.89,50
22830,UTILTY CABINET WITH HOOKS,0.1517,816,178,3623.2,16
23040,PAPER LANTERN 9 POINT SNOW STAR ,0.1517,816,246,1318.5,38
23104,IVORY PANTRY HANGING LAMP ,0.1517,816,116,1355.5,44
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,0.1517,816,346,702.89,41
23415,HOME SWEET HOME HOOK,0.1517,816,321,397.35,46
23454,SET OF 3 MINI HANGING PORTRAITS,0.1517,816,159,650.25,50
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,0.1517,816,316,848.88,40
35969,FOLKART CROWN TABLE DECORATIONS,0.1517,816,450,376.74,40
37475,SET/4 COLOURFUL MIXING BOWLS,0.1517,816,94,891.5,51
84396,6 HOOK JEWELLERY STAND BLACK DRESS,0.1517,816,516,1071.6,28
84422,PINK/BLUE DISC/MIRROR STRING,0.1517,816,700,354.74,27
84584,PINK GINGHAM CAT WITH SCARF,0.1517,816,207,527.85,50
84663A,GRASS HOPPER WOODEN WALL CLOCK ,0.1517,816,339,574.73,43
